t,linear_x,angular_z
0.1,0.0,0.0
0.1,0.008748213651084047,0.17994375292962647
0.2,0.008748213651084047,0.17994375292962647
0.2,0.01748571183438319,0.1797750468710939
0.30000000000000004,0.026201792207220624,0.17949398726019733
0.30000000000000004,0.026201792207220624,0.17949398726019733
0.4,0.026201792207220624,0.17949398726019733
0.4,0.034885778661059116,0.17910074975004464
0.5,0.04480537057124398,0.17827917074971308
0.5,0.04480537057124398,0.17827917074971308
0.6000000000000001,0.056554980344665884,0.17661810761439392
0.6000000000000001,0.056554980344665884,0.17661810761439392
0.7000000000000001,0.059682892959644,0.1755858024643304
0.7000000000000001,0.059682892959644,0.1755858024643304
0.8,0.07961572755924892,0.17191800897197748
0.8,0.07961572755924892,0.17191800897197748
0.9,0.09086300624388627,0.16890913983465228
0.9,0.09086300624388627,0.16890913983465228
1.0,0.10186593788293502,0.16549576988314169
1.0,0.10186593788293502,0.16549576988314169
1.1,1.1046242900168044,-0.25689973044061926
1.1,1.1126086561344646,-0.25886571663111413
1.2000000000000002,0.12039887848091861,-0.18198356473990734
1.2000000000000002,0.12039887848091861,-0.18187836201255636
1.3,1.1167282886203562,-0.1627751334935758
1.3,1.1167282886203562,-0.16264548574793364
1.4000000000000001,0.12178113257320555,-0.14151650752218012
1.4000000000000001,0.1294455420805144,-0.1434120256858138
1.5,1.1278217550174026,-0.13502667943762975
1.5,1.135356061535942,-0.13692853035172703
1.6,0.13416596836904282,-0.128567906473555
1.6,0.14155649903760187,-0.13050083772219628
1.7000000000000002,1.1403351068998924,-0.12388202652706828
1.7000000000000002,1.1475742938770963,-0.12584306291085776
1.8,0.1466548747096004,-0.12001926643395411
1.8,0.1466548747096004,-0.11983086725337139
1.9000000000000001,1.1527959233036154,-0.11848703808871666
1.9000000000000001,1.1597010131761176,-0.12053646938430587
2.0,0.15897797354963553,-0.11576058387006147
2.0,0.1657016120306968,-0.1178653188026049
2.1,1.1649448116887313,-0.11576444897331656
2.1,1.1714800838616861,-0.11792050086819991
2.2,0.17720346451798522,-0.11696710719697473
2.2,0.17720346451798522,-0.11674629944088294
2.3000000000000003,1.1827107519795206,-0.11849619512090859
2.3000000000000003,1.1827107519795206,-0.11850821399570505
2.4000000000000004,0.18809143549297658,-0.11912701308949167
2.4000000000000004,0.18809143549297658,-0.11933943618381274
2.5,1.1932442964072671,-0.12297222226945617
2.5,1.1929513690494198,-0.12279713253140895
2.6,0.19820274994731935,-0.12407055625675231
2.6,0.19820274994731935,-0.1242893759901125
2.7,1.2029157743891195,-0.12865302648034774
2.7,1.2029157743891195,-0.1288764757823598
2.8000000000000003,0.20738374330126308,-0.1296235772699708
2.8000000000000003,0.20738374330126308,-0.129849104970078
2.9000000000000004,1.1160837650239548,-0.13175973489472204
2.9000000000000004,1.1242367638513977,-0.13490415101552497
3.0,0.21099964903016247,-0.13162217717273822
3.0,0.21551562598865454,-0.13483411907379284
3.1,0.9607085771894187,-0.1385929600549123
3.1,0.9633826577000875,-0.1388278177940512
3.2,0.22252485930566768,-0.13679813205245475
3.2,0.2221204619092004,-0.136341657057665
3.3000000000000003,0.8265071306188115,-0.13553888107431744
3.3000000000000003,0.8323525073827329,-0.13894897822648083
3.4000000000000004,0.22493889941231898,-0.13230298352536166
3.4000000000000004,0.22843098901574213,-0.1357763131926582
3.5,0.7180201453409897,-0.1320227554243584
3.5,0.7228566422529854,-0.13555946531962906
3.6,0.23030403380529427,-0.1278573835783322
3.6,0.23030403380529427,-0.12808524985842418
3.7,0.6313806869321625,-0.12668667747767642
3.7,0.635295203326417,-0.1303496491222504
3.8000000000000003,0.23467418191713493,-0.12105823496467806
3.8000000000000003,0.23709236309433782,-0.12478505555823155
3.9000000000000004,0.5513218226078419,-0.11764382221136492
3.9000000000000004,0.5543390801939715,-0.1214336866882905
4.0,0.23987971169060224,-0.11543185356841637
4.0,0.23987971169060224,-0.11563828266535833
4.1000000000000005,0.48647692853403784,-0.10691784878175026
4.1000000000000005,0.4870695943243841,-0.10711670680798893
4.2,0.24037580409801504,-0.10125202668879828
4.2,0.24168312193551028,-0.10523387930053518
4.300000000000001,0.432182188659342,-0.0983170653108618
4.300000000000001,0.43233128832004597,-0.09801516636127323
4.4,0.24249898747379178,-0.09130654357932246
4.4,0.24221805153787213,-0.09080998126092338
4.5,0.3838472535654863,-0.08020824600276368
4.5,0.3842983973001127,-0.08396332797105749
4.6000000000000005,0.2421524300243843,-0.07217836878074067
4.6000000000000005,0.24232455583144422,-0.07641411346077234
4.7,0.3424338727816245,-0.06385144927938304
4.7,0.3424317425109285,-0.06399072856446546
4.800000000000001,0.2415607449598577,-0.056067471785315695
